Product,Version,Supplier,License URL,Homepage URL,Download URL,License Proof URL,Link Type,License Name
flink-rpc-core,1.14.3,The Apache Software Foundation,https://www.apache.org/licenses/LICENSE-2.0,,https://mvnrepository.com/artifact/org.apache.flink/flink-rpc-core/1.14.3,https://mvnrepository.com/artifact/org.apache.flink/flink-rpc-core/1.14.3,Dynamic,Apache License; Version 2.0
flink-runtime,1.14.3,The Apache Software Foundation,https://www.apache.org/licenses/LICENSE-2.0,,https://mvnrepository.com/artifact/org.apache.flink/flink-runtime/1.14.3,https://mvnrepository.com/artifact/org.apache.flink/flink-runtime/1.14.3,Dynamic,Apache License; Version 2.0
flink-scala_2.12,1.14.3,The Apache Software Foundation,https://www.apache.org/licenses/LICENSE-2.0,,https://mvnrepository.com/artifact/org.apache.flink/flink-scala_2.12/1.14.3,https://mvnrepository.com/artifact/org.apache.flink/flink-scala_2.12/1.14.3,Dynamic,Apache License; Version 2.0
flink-shaded-asm-7,7.1-14.0,The Apache Software Foundation,https://www.apache.org/licenses/LICENSE-2.0,,https://mvnrepository.com/artifact/org.apache.flink/flink-shaded-asm-7/7.1-14.0,https://mvnrepository.com/artifact/org.apache.flink/flink-shaded-asm-7/7.1-14.0,Dynamic,Apache License; Version 2.0
flink-shaded-force-shading,14.0,The Apache Software Foundation,https://www.apache.org/licenses/LICENSE-2.0,,https://mvnrepository.com/artifact/org.apache.flink/flink-shaded-force-shading/14.0,https://mvnrepository.com/artifact/org.apache.flink/flink-shaded-force-shading/14.0,Dynamic,Apache License; Version 2.0
flink-shaded-guava,30.1.1-jre-14.0,The Apache Software Foundation,https://www.apache.org/licenses/LICENSE-2.0,,https://mvnrepository.com/artifact/org.apache.flink/flink-shaded-guava/30.1.1-jre-14.0,https://mvnrepository.com/artifact/org.apache.flink/flink-shaded-guava/30.1.1-jre-14.0,Dynamic,Apache License; Version 2.0
flink-shaded-jackson,2.12.4-14.0,The Apache Software Foundation,https://www.apache.org/licenses/LICENSE-2.0,,https://mvnrepository.com/artifact/org.apache.flink/flink-shaded-jackson/2.12.4-14.0,https://mvnrepository.com/artifact/org.apache.flink/flink-shaded-jackson/2.12.4-14.0,Dynamic,Apache License; Version 2.0
flink-shaded-netty,4.1.65.Final-14.0,The Apache Software Foundation,https://www.apache.org/licenses/LICENSE-2.0,,https://mvnrepository.com/artifact/org.apache.flink/flink-shaded-netty/4.1.65.Final-14.0,https://mvnrepository.com/artifact/org.apache.flink/flink-shaded-netty/4.1.65.Final-14.0,Dynamic,Apache License; Version 2.0
flink-shaded-zookeeper-3,3.4.14-14.0,The Apache Software Foundation,https://www.apache.org/licenses/LICENSE-2.0,,https://mvnrepository.com/artifact/org.apache.flink/flink-shaded-zookeeper-3/3.4.14-14.0,https://mvnrepository.com/artifact/org.apache.flink/flink-shaded-zookeeper-3/3.4.14-14.0,Dynamic,Apache License; Version 2.0
flink-streaming-java_2.12,1.14.3,The Apache Software Foundation,https://www.apache.org/licenses/LICENSE-2.0,,https://mvnrepository.com/artifact/org.apache.flink/flink-streaming-java_2.12/1.14.3,https://mvnrepository.com/artifact/org.apache.flink/flink-streaming-java_2.12/1.14.3,Dynamic,Apache License; Version 2.0
log4j-api,2.17.1,The Apache Software Foundation,https://www.apache.org/licenses/LICENSE-2.0,https://www.apache.org/,https://mvnrepository.com/artifact/org.apache.logging.log4j/log4j-api/2.17.1,https://mvnrepository.com/artifact/org.apache.logging.log4j/log4j-api/2.17.1,Dynamic,Apache License; Version 2.0
log4j-to-slf4j,2.17.1,The Apache Software Foundation,https://www.apache.org/licenses/LICENSE-2.0,https://www.apache.org/,https://mvnrepository.com/artifact/org.apache.logging.log4j/log4j-to-slf4j/2.17.1,https://mvnrepository.com/artifact/org.apache.logging.log4j/log4j-to-slf4j/2.17.1,Dynamic,Apache License; Version 2.0
